0,1,2,3,4,5,6,7,8,9,10,11,12,13
19,1,119075,2,10,3,7,2,1,2,0,0,50,1
51,2,160724,1,13,1,4,3,2,2,0,2415,40,12
42,1,151408,11,14,3,5,4,1,1,14084,0,50,1
31,1,223212,4,9,1,3,3,1,2,0,0,40,21
58,1,255822,7,11,1,2,3,1,2,0,0,40,1
50,3,293196,4,9,1,5,3,1,2,7298,0,40,1
36,1,197202,4,9,1,3,3,5,2,0,0,40,1
21,1,231931,2,10,3,4,2,1,2,0,0,45,1
47,1,232628,4,9,1,2,3,5,2,0,0,40,1
49,1,32212,4,9,1,5,1,1,1,0,0,43,1
44,2,234885,4,9,1,4,1,1,1,0,0,40,1
55,1,116442,4,9,3,4,4,1,2,0,0,38,1
40,5,289403,9,4,1,2,3,5,2,0,1887,40,0
45,1,196584,7,11,3,6,4,1,1,0,1564,40,1
34,1,467108,2,10,3,6,4,1,2,0,0,50,1
25,1,208999,2,10,4,9,2,1,2,0,0,40,1
40,1,229148,10,8,1,3,3,5,2,0,0,40,19
25,5,163101,1,13,3,6,4,1,2,0,0,45,1
39,1,176186,2,10,1,10,3,1,2,0,0,50,1
35,1,54576,4,9,1,8,3,1,2,0,0,40,1
34,1,337587,2,10,1,6,3,1,2,0,0,50,1
53,1,194259,2,10,1,9,1,1,1,4386,0,40,1
57,1,69884,4,9,1,4,3,1,2,0,0,40,1
25,5,190057,1,13,3,6,2,1,1,0,0,40,1
42,0,137390,4,9,1,0,3,1,2,0,0,40,1
24,6,273905,6,12,1,13,3,1,2,0,0,50,1
35,4,76845,8,5,1,10,3,5,2,0,0,40,1
38,1,182609,1,13,1,4,3,1,2,0,0,50,18
46,1,134727,3,7,2,8,6,3,2,0,0,43,6
31,2,340939,1,13,3,1,4,1,2,0,0,40,1
54,1,176681,4,9,1,9,3,5,2,0,0,20,1
36,1,348022,13,6,1,3,1,1,1,0,0,24,1
36,1,135289,4,9,1,8,3,1,2,0,0,45,1
52,4,31838,4,9,2,9,6,1,1,0,0,40,1
20,0,174714,2,10,3,0,2,1,2,0,0,16,1
20,1,241752,4,9,1,8,3,1,2,0,0,40,1
27,1,163862,4,9,3,11,4,1,2,0,0,40,1
46,5,36228,4,9,1,2,3,1,2,0,1902,40,1
29,1,177119,7,11,2,1,4,1,1,2174,0,45,1
43,1,112131,2,10,1,5,3,1,2,0,0,40,1
38,5,115076,11,14,1,5,3,1,2,0,0,70,1
37,2,168496,4,9,2,7,2,1,2,0,0,10,1
31,1,99928,11,14,1,6,1,1,1,0,0,50,1
21,1,236696,2,10,3,3,4,1,2,0,0,57,1
34,1,304030,4,9,1,9,3,5,2,0,0,40,1
37,1,405723,12,2,1,8,3,1,2,0,0,40,21
65,1,176796,4,9,2,9,4,1,1,0,0,40,1
60,1,106850,13,6,2,8,4,1,1,0,0,40,1
20,1,324469,2,10,3,8,4,1,1,0,0,40,1
43,1,233130,2,10,3,9,4,1,2,0,0,25,1
67,1,105252,1,13,4,5,4,1,2,0,2392,40,1
22,1,99697,4,9,3,7,2,1,1,0,0,40,1
25,1,188488,4,9,3,8,5,1,2,0,0,40,1
30,4,188569,8,5,1,1,3,1,2,0,0,40,1
41,2,195124,4,9,3,4,4,1,2,0,0,50,0
19,1,316868,2,10,3,3,2,1,2,0,0,30,21
19,2,36012,2,10,3,2,2,1,2,0,0,20,1
51,1,284329,4,9,4,11,6,1,2,0,0,40,1
29,1,105598,2,10,2,1,4,1,2,0,0,58,1
46,1,155489,4,9,1,9,3,1,2,0,0,58,1
35,2,194404,6,12,3,10,4,1,2,0,0,40,1
50,1,171338,2,10,1,5,3,1,2,99999,0,50,1
37,3,57424,1,13,2,4,4,1,1,0,0,60,1
53,0,251804,15,3,4,0,6,5,1,0,0,30,1
65,1,198766,11,14,1,4,3,1,2,20051,0,40,1
42,1,162003,4,9,2,8,4,1,2,0,0,55,1
18,1,140164,3,7,3,4,2,1,1,0,0,40,1
63,2,795830,12,2,4,3,6,1,1,0,0,30,36
31,1,507875,8,5,1,8,3,1,2,0,0,43,1
59,1,109015,4,9,2,1,6,1,1,0,0,40,1
31,1,84154,2,10,1,4,3,1,2,0,0,38,0
61,3,84409,4,9,1,5,3,1,2,0,0,35,1
20,1,111697,2,10,3,9,2,1,1,0,1719,28,1
49,1,136455,1,13,3,6,4,1,1,0,0,45,1
44,2,120837,4,9,1,5,3,1,2,0,0,66,1
68,2,197015,4,9,1,10,3,1,2,0,0,45,1
49,4,168232,4,9,1,9,3,1,2,0,0,40,1
20,1,323573,4,9,3,3,2,1,1,0,0,20,1
35,0,327120,6,12,3,0,4,1,2,0,0,55,1
40,6,170525,2,10,3,9,4,1,1,0,0,38,1
45,5,339681,11,14,2,6,6,1,1,1506,0,45,1
34,1,198183,4,9,3,9,4,1,1,0,0,40,1
24,1,38455,2,10,3,2,4,1,2,0,0,40,1
32,1,188557,4,9,3,8,4,1,2,0,0,40,1
44,1,344060,1,13,3,3,4,1,2,0,0,40,1
35,1,199352,5,15,1,6,3,1,2,0,1977,80,1
46,1,214955,15,3,2,2,4,1,1,0,2339,45,1
49,1,81973,2,10,1,2,3,2,2,0,0,40,1
39,1,680390,4,9,4,8,6,1,1,0,0,24,1
39,1,174938,1,13,3,6,4,1,2,0,0,40,1
31,1,168387,1,13,1,6,3,1,2,7688,0,40,5
42,1,169628,2,10,2,9,4,5,1,0,0,38,1
44,6,174675,4,9,1,6,1,1,1,0,0,40,1
33,1,208405,11,14,1,6,3,1,2,0,0,50,1
26,1,122999,11,14,3,6,4,1,2,8614,0,40,1
51,1,246519,13,6,1,7,3,1,2,2105,0,45,1
32,1,239824,1,13,3,1,4,1,2,0,0,40,1
22,1,311764,3,7,4,4,2,5,1,0,0,35,1
37,1,284582,11,14,1,5,1,1,1,0,0,40,1
27,1,93235,4,9,3,4,4,1,2,0,0,30,1
51,1,146813,2,10,1,6,3,1,2,0,0,40,1
31,1,243605,1,13,4,4,6,1,1,0,1380,40,13
47,1,21906,11,14,3,6,4,1,1,0,0,25,1
36,1,188834,8,5,1,11,3,1,2,0,0,50,1
76,0,211453,4,9,4,0,4,5,1,0,0,2,1
49,1,94638,4,9,4,9,6,1,1,0,0,40,1
69,1,136218,3,7,3,8,4,1,1,0,0,40,1
51,5,152754,1,13,1,9,3,1,2,0,0,40,1
30,1,54334,8,5,3,4,4,1,2,0,0,40,1
45,1,182655,1,13,2,3,4,1,2,0,0,45,0
23,1,207546,3,7,1,8,3,1,2,0,0,40,1
49,5,120451,13,6,4,3,6,5,1,0,0,40,1
61,3,134768,1,13,1,5,3,1,2,0,0,50,6
29,2,110663,4,9,4,2,4,1,2,0,0,35,1
45,2,247379,4,9,1,2,3,1,2,0,0,40,1
43,1,75742,4,9,1,8,3,1,2,0,0,40,1
34,1,136721,4,9,2,5,4,1,1,0,0,40,1
17,0,202521,3,7,3,0,2,1,2,0,0,40,1
28,6,225904,5,15,3,6,6,1,2,0,0,40,1
22,6,178818,2,10,3,6,2,1,1,0,0,20,1
23,6,335453,1,13,3,1,4,1,1,0,0,20,1
28,1,76714,5,15,3,6,4,1,2,0,0,55,1
36,1,191161,4,9,3,4,4,1,2,0,0,50,1
51,1,386773,1,13,3,4,4,1,2,0,0,55,1
45,4,283037,1,13,1,5,3,1,2,0,0,40,1
32,1,242150,4,9,3,9,2,1,2,0,0,38,1
58,5,283635,1,13,3,6,4,1,1,0,0,40,1
32,1,86723,4,9,3,3,4,1,2,0,0,52,1
52,2,289436,14,16,1,6,3,1,2,0,0,60,1
24,1,266926,2,10,1,7,3,1,2,0,0,40,1
31,1,111567,1,13,3,4,4,1,2,0,0,40,1
26,1,59306,1,13,3,4,4,1,2,0,0,40,1
20,5,350845,2,10,3,9,2,1,1,0,0,10,1
59,4,43280,2,10,3,5,2,5,1,0,0,40,1
66,2,298834,7,11,1,6,3,1,2,0,0,50,1
40,1,118853,1,13,1,5,3,1,2,0,0,60,1
28,1,92262,4,9,1,2,3,1,2,0,0,40,1
33,1,217235,4,9,1,4,3,1,2,0,0,20,1
30,5,235271,1,13,1,6,3,1,2,0,0,50,1
29,1,247445,4,9,2,4,4,1,2,0,0,45,1
68,1,67791,2,10,4,4,4,1,2,0,0,40,1
30,1,399088,2,10,2,9,4,1,1,0,0,45,1
43,1,184378,1,13,3,6,4,1,2,0,0,40,1
36,4,218542,6,12,1,9,1,1,1,0,0,40,1
42,5,121718,11,14,1,5,3,1,2,0,1902,60,1
38,1,173208,11,14,1,6,3,1,2,0,0,25,1
37,1,183800,1,13,1,6,3,1,2,7688,0,50,1
32,1,496743,1,13,3,6,2,1,2,0,0,40,1
44,1,48087,1,13,1,5,3,1,2,0,0,40,1
53,4,130703,4,9,1,9,3,5,2,0,0,40,1
43,1,83756,2,10,3,5,6,1,2,0,0,50,1
39,6,77516,1,13,3,9,4,1,2,2174,0,40,1
36,4,128884,4,9,2,9,4,1,1,0,0,48,1
38,1,204640,2,10,4,9,6,5,1,0,0,40,1
47,2,93208,4,9,1,3,1,1,1,0,0,75,17
61,5,101265,4,9,4,9,6,1,1,1471,0,35,1
61,0,347089,4,9,1,0,3,1,2,0,0,16,1
20,1,117789,4,9,3,3,2,1,1,0,0,40,1
62,1,270092,11,14,1,6,3,1,2,0,0,40,1
46,1,265266,1,13,1,6,3,1,2,0,1902,40,1
22,1,223515,1,13,3,6,6,1,2,0,0,20,1
38,2,267556,4,9,1,4,3,1,2,0,0,64,1
30,1,30226,3,7,2,4,2,1,2,0,0,40,1
19,1,206399,4,9,3,8,2,5,1,0,0,40,1
29,1,271466,7,11,3,6,4,1,2,0,0,43,1
52,1,276515,1,13,1,3,3,1,2,0,0,40,13
33,2,123424,1,13,1,5,3,1,2,0,0,40,1
65,0,36039,4,9,1,0,3,1,2,0,0,40,1
52,1,152234,4,9,1,5,3,2,2,99999,0,40,9
23,1,403107,15,3,3,3,2,1,2,0,0,40,36
39,1,379350,13,6,1,2,3,1,2,0,0,40,1
51,1,154342,9,4,1,13,3,1,2,0,0,40,1
22,1,103440,4,9,3,3,4,1,1,0,0,24,1
32,1,180871,7,11,2,4,4,1,2,0,0,50,1
39,4,235485,6,12,3,5,4,1,2,0,0,42,1
42,1,341204,6,12,2,6,6,1,1,8614,0,40,1
36,5,110866,1,13,3,6,4,1,2,0,0,50,1
25,1,174592,4,9,3,3,2,1,1,0,0,25,1
49,5,193960,11,14,1,6,3,1,2,0,1902,40,1
29,1,200381,3,7,3,5,4,1,1,0,0,40,1
45,2,201080,11,14,1,4,3,1,2,0,0,40,1
19,1,192453,2,10,3,3,5,1,1,0,0,25,1
32,3,244665,4,9,1,2,3,1,2,5178,0,45,1
23,1,37072,1,13,3,4,4,1,2,0,0,50,1
26,0,211798,4,9,4,0,6,1,1,0,0,40,1
54,5,166398,2,10,2,5,6,5,1,0,0,35,1
35,1,36270,4,9,2,2,4,1,2,0,0,60,1
43,2,35236,4,9,6,2,4,1,2,0,0,40,1
40,1,201495,3,7,3,11,2,1,2,0,0,35,1
35,1,285020,4,9,3,2,4,1,2,0,0,40,1
41,3,32185,1,13,1,1,3,1,2,0,0,40,1
46,2,277946,6,12,4,2,4,1,2,0,0,40,1
33,1,194141,4,9,1,8,3,1,2,0,0,40,1
29,1,421065,4,9,3,8,4,1,2,0,0,48,1
48,1,171095,6,12,2,5,6,1,1,0,0,40,3
50,6,211319,11,14,3,6,4,1,2,0,0,38,1
30,1,39054,4,9,1,4,3,1,2,0,0,40,1
42,6,219553,11,14,2,6,4,1,1,0,0,38,1
34,1,142897,11,14,1,5,3,2,2,7298,0,35,27
41,2,143129,1,13,2,5,4,1,1,0,0,40,1
21,1,255957,2,10,3,5,4,1,1,4101,0,40,1
36,1,85272,6,12,1,6,1,1,1,0,0,30,1
34,1,111567,4,9,3,11,2,1,2,0,0,40,1
18,1,243313,4,9,3,4,2,1,1,0,0,40,1
31,1,42900,1,13,3,1,4,1,2,0,0,37,1
17,1,89821,3,7,3,3,2,1,2,0,0,10,1
44,3,398473,2,10,1,4,3,1,2,0,0,70,1
57,0,222216,7,11,4,0,6,1,1,0,0,38,1
27,1,148069,13,6,3,8,6,1,1,0,0,40,1
62,1,149617,2,10,4,5,4,1,1,0,0,16,1
33,1,159322,4,9,2,3,6,1,2,0,0,40,1
52,1,198744,4,9,4,4,4,1,1,0,0,40,1
60,1,39352,9,4,3,11,4,1,2,0,0,48,1
35,1,67728,2,10,1,2,3,1,2,0,2051,45,1
54,1,174319,4,9,2,11,4,1,2,0,0,40,1
24,1,34446,2,10,3,1,4,1,1,0,0,37,1
34,1,483777,4,9,3,7,4,5,2,0,0,40,1
25,1,98155,2,10,3,11,6,1,2,0,0,40,1
53,1,121618,9,4,3,11,4,3,2,0,0,40,1
37,1,188540,4,9,1,5,3,1,2,0,1902,45,1
28,1,85812,2,10,1,4,1,1,1,0,0,40,1
24,1,159567,2,10,1,8,3,1,2,0,0,40,1
45,1,338105,1,13,1,9,3,2,2,0,0,40,16
68,2,315859,3,7,3,10,6,1,2,0,0,20,1
29,6,356089,1,13,1,5,3,1,2,7688,0,40,1
39,1,117683,4,9,1,11,3,1,2,0,0,40,1
34,5,119411,4,9,2,13,6,1,2,0,0,40,21
33,1,105974,4,9,3,2,4,1,2,0,0,41,1
31,1,185732,4,9,3,3,2,1,1,0,0,30,1
58,0,169982,2,10,1,0,3,1,2,0,0,40,1
40,1,224910,4,9,3,8,4,1,1,0,0,40,1
78,1,182977,4,9,4,3,4,5,1,2964,0,40,1
36,6,194630,4,9,4,5,4,1,1,0,0,40,1
46,6,102628,11,14,4,13,6,1,2,0,0,40,1
58,6,109567,14,16,1,6,3,1,2,0,0,1,1
55,1,325007,6,12,1,1,3,1,2,0,0,25,1
19,1,262601,4,9,3,3,2,1,1,0,0,14,1
30,1,189620,1,13,3,6,2,1,1,0,0,40,18
38,6,343642,4,9,1,6,1,1,1,0,0,40,1
59,1,226922,4,9,2,4,6,1,1,0,1762,30,1
71,2,494223,2,10,4,4,6,5,2,0,1816,2,1
32,1,186824,4,9,3,8,6,1,2,0,0,40,1
32,0,293936,9,4,6,0,4,1,2,0,0,40,0
44,1,198282,1,13,1,5,3,1,2,15024,0,60,1
20,0,119156,2,10,3,0,2,1,2,0,0,20,1
27,1,163127,7,11,1,9,1,1,1,0,0,35,1
38,1,79619,1,13,1,4,3,1,2,0,0,42,1
48,3,138370,11,14,6,4,4,2,2,0,0,50,8
63,0,231777,11,14,1,0,3,1,2,0,0,30,1
45,1,433665,9,4,4,3,6,1,1,0,0,40,21
24,1,96279,4,9,3,8,2,1,1,0,0,40,1
